Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,2916.14990234375,2967.14990234375,2916.14990234375,2959.35009765625,2959.35009765625,0
2013-01-02,2979.949951171875,3002.10009765625,2970.14990234375,2973.89990234375,2973.89990234375,0
2013-01-03,2983.699951171875,2999.64990234375,2969.300048828125,2983.75,2983.75,0
2013-01-04,2975.449951171875,2975.89990234375,2938.10009765625,2955.800048828125,2955.800048828125,0
2013-01-07,2965.0,3013.89990234375,2936.800048828125,2986.050048828125,2986.050048828125,0
2013-01-08,2983.39990234375,2983.39990234375,2931.39990234375,2955.39990234375,2955.39990234375,0
2013-01-09,2962.60009765625,2971.25,2914.550048828125,2919.550048828125,2919.550048828125,0
2013-01-10,2935.25,2952.60009765625,2898.14990234375,2907.050048828125,2907.050048828125,0
2013-01-11,2907.5,2928.64990234375,2852.199951171875,2859.85009765625,2859.85009765625,0
2013-01-14,2861.14990234375,2907.89990234375,2835.35009765625,2901.0,2901.0,0
2013-01-15,2898.14990234375,2913.550048828125,2881.14990234375,2894.5,2894.5,0
2013-01-16,2883.800048828125,2892.300048828125,2820.75,2827.60009765625,2827.60009765625,0
2013-01-17,2814.949951171875,2850.10009765625,2797.75,2837.699951171875,2837.699951171875,0
2013-01-18,2843.699951171875,2868.25,2815.800048828125,2825.10009765625,2825.10009765625,0
2013-01-21,2820.85009765625,2847.5,2812.699951171875,2818.300048828125,2818.300048828125,0
2013-01-22,2815.14990234375,2843.89990234375,2783.550048828125,2793.75,2793.75,0
2013-01-23,2804.64990234375,2813.449951171875,2759.449951171875,2780.800048828125,2780.800048828125,0
2013-01-24,2777.300048828125,2786.10009765625,2724.949951171875,2730.85009765625,2730.85009765625,0
2013-01-25,2726.949951171875,2772.949951171875,2703.5,2766.89990234375,2766.89990234375,0
2013-01-28,2771.550048828125,2786.449951171875,2752.050048828125,2773.10009765625,2773.10009765625,0
2013-01-29,2766.14990234375,2803.300048828125,2749.0,2759.050048828125,2759.050048828125,0
2013-01-30,2762.75,2791.449951171875,2762.39990234375,2766.0,2766.0,0
2013-01-31,2757.64990234375,2777.949951171875,2746.64990234375,2773.25,2773.25,0
2013-02-01,2776.050048828125,2798.10009765625,2746.89990234375,2754.35009765625,2754.35009765625,0
2013-02-04,2762.75,2772.699951171875,2726.5,2730.89990234375,2730.89990234375,0
2013-02-05,2712.800048828125,2725.5,2699.25,2713.10009765625,2713.10009765625,0
2013-02-06,2727.64990234375,2753.14990234375,2714.699951171875,2718.300048828125,2718.300048828125,0
2013-02-07,2713.550048828125,2723.449951171875,2679.75,2691.199951171875,2691.199951171875,0
2013-02-08,2692.699951171875,2700.64990234375,2643.800048828125,2654.050048828125,2654.050048828125,0
2013-02-11,2665.949951171875,2665.949951171875,2634.199951171875,2647.199951171875,2647.199951171875,0
2013-02-12,2648.050048828125,2657.64990234375,2620.25,2642.550048828125,2642.550048828125,0
2013-02-13,2644.199951171875,2659.25,2607.89990234375,2612.64990234375,2612.64990234375,0
2013-02-14,2610.35009765625,2633.39990234375,2600.39990234375,2612.75,2612.75,0
2013-02-15,2603.199951171875,2610.949951171875,2581.75,2603.449951171875,2603.449951171875,0
2013-02-18,2602.300048828125,2617.60009765625,2592.10009765625,2610.550048828125,2610.550048828125,0
2013-02-19,2608.60009765625,2617.800048828125,2580.39990234375,2614.75,2614.75,0
