Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,6049.89990234375,6063.85009765625,6018.2998046875,6031.0,6031.0,0
2013-01-03,6045.35009765625,6111.35009765625,6034.9501953125,6097.60009765625,6097.60009765625,0
2013-01-04,6118.5,6159.7998046875,6108.0,6153.2001953125,6153.2001953125,0
2013-01-07,6159.35009765625,6190.5498046875,6141.2001953125,6175.4501953125,6175.4501953125,0
2013-01-08,6160.75,6173.75,6115.14990234375,6147.89990234375,6147.89990234375,0
2013-01-09,6143.9501953125,6177.2998046875,6091.2001953125,6101.0498046875,6101.0498046875,0
2013-01-10,6109.14990234375,6131.14990234375,6057.4501953125,6073.10009765625,6073.10009765625,0
2013-01-11,6370.39990234375,6654.64990234375,6370.39990234375,6639.85009765625,6639.85009765625,0
2013-01-14,6719.75,6846.14990234375,6716.85009765625,6809.5,6809.5,0
2013-01-15,6884.35009765625,6898.7001953125,6780.39990234375,6791.5,6791.5,0
2013-01-16,6785.2001953125,6792.2998046875,6738.64990234375,6777.9501953125,6777.9501953125,0
2013-01-17,6833.0498046875,6896.0498046875,6822.7001953125,6869.4501953125,6869.4501953125,0
2013-01-18,6885.89990234375,6890.10009765625,6786.9501953125,6798.7001953125,6798.7001953125,0
2013-01-21,6772.0498046875,6823.39990234375,6756.39990234375,6789.39990234375,6789.39990234375,0
2013-01-22,6782.4501953125,6788.7001953125,6731.0,6739.64990234375,6739.64990234375,0
2013-01-23,6734.0,6767.85009765625,6707.2998046875,6725.7998046875,6725.7998046875,0
2013-01-24,6742.0,6799.2001953125,6732.7001953125,6742.39990234375,6742.39990234375,0
2013-01-25,6752.64990234375,6817.85009765625,6736.85009765625,6800.75,6800.75,0
2013-01-28,6796.2998046875,6848.5,6785.39990234375,6822.7001953125,6822.7001953125,0
2013-01-29,6808.0498046875,6849.4501953125,6783.14990234375,6792.2998046875,6792.2998046875,0
2013-01-30,6794.9501953125,6806.35009765625,6776.89990234375,6787.85009765625,6787.85009765625,0
2013-01-31,6789.7998046875,6807.75,6733.0,6778.0,6778.0,0
2013-02-01,6779.0,6802.89990234375,6732.0498046875,6752.64990234375,6752.64990234375,0
2013-02-04,6766.64990234375,6794.5,6728.7998046875,6750.25,6750.25,0
2013-02-05,6724.39990234375,6771.0,6720.0498046875,6728.7001953125,6728.7001953125,0
2013-02-06,6760.60009765625,6775.89990234375,6738.25,6766.7998046875,6766.7998046875,0
2013-02-07,6762.2998046875,6813.14990234375,6762.2998046875,6799.0,6799.0,0
2013-02-08,6793.75,6909.5498046875,6793.75,6852.7001953125,6852.7001953125,0
2013-02-11,6872.89990234375,6890.75,6826.2998046875,6832.0498046875,6832.0498046875,0
2013-02-12,6799.89990234375,6809.25,6766.75,6791.89990234375,6791.89990234375,0
2013-02-13,6796.4501953125,6897.75,6779.64990234375,6884.14990234375,6884.14990234375,0
2013-02-14,6878.25,6939.75,6878.25,6900.35009765625,6900.35009765625,0
2013-02-15,6866.7001953125,6876.35009765625,6826.5,6864.14990234375,6864.14990234375,0
2013-02-18,6853.35009765625,6858.85009765625,6808.0,6834.7001953125,6834.7001953125,0
2013-02-19,6832.0,6944.0,6813.5498046875,6936.25,6936.25,0
2013-02-20,6937.39990234375,6977.7001953125,6937.39990234375,6972.0498046875,6972.0498046875,0
2013-02-21,6929.5,6985.2998046875,6924.7998046875,6939.85009765625,6939.85009765625,0
2013-02-22,6924.4501953125,7018.5498046875,6924.4501953125,6992.85009765625,6992.85009765625,0
2013-02-25,7026.2001953125,7126.9501953125,7026.2001953125,7095.2001953125,7095.2001953125,0
2013-02-26,7082.85009765625,7172.0498046875,7082.85009765625,7156.75,7156.75,0
2013-02-27,7144.85009765625,7155.89990234375,7064.2998046875,7072.5,7072.5,0
2013-02-28,7084.7998046875,7160.75,7069.64990234375,7106.64990234375,7106.64990234375,0
2013-03-01,7116.2998046875,7171.9501953125,7090.9501953125,7117.7001953125,7117.7001953125,0
2013-03-04,7112.5,7163.7001953125,7062.60009765625,7101.64990234375,7101.64990234375,0
2013-03-05,7131.7998046875,7205.7998046875,7117.60009765625,7200.2001953125,7200.2001953125,0
2013-03-06,7227.7001953125,7314.89990234375,7226.75,7305.89990234375,7305.89990234375,0
2013-03-07,7319.89990234375,7420.4501953125,7319.89990234375,7410.25,7410.25,0
2013-03-08,7391.5498046875,7402.5498046875,7344.14990234375,7357.0,7357.0,0
2013-03-11,7355.75,7380.10009765625,7290.25,7304.60009765625,7304.60009765625,0
2013-03-12,7286.64990234375,7295.5498046875,7232.25,7253.2001953125,7253.2001953125,0
2013-03-13,7211.25,7211.25,7159.35009765625,7170.39990234375,7170.39990234375,0
2013-03-14,7180.9501953125,7242.0,7131.9501953125,7212.39990234375,7212.39990234375,0
2013-03-15,7221.85009765625,7277.2001953125,7212.2998046875,7224.35009765625,7224.35009765625,0
2013-03-18,7190.85009765625,7227.4501953125,7166.85009765625,7198.64990234375,7198.64990234375,0
2013-03-19,7213.25,7229.2001953125,7140.0,7152.5498046875,7152.5498046875,0
2013-03-20,7153.85009765625,7179.75,7115.64990234375,7158.25,7158.25,0
2013-03-21,7186.35009765625,7220.0498046875,7157.10009765625,7168.0498046875,7168.0498046875,0
2013-03-22,7140.4501953125,7149.7001953125,7085.14990234375,7119.7998046875,7119.7998046875,0
2013-03-25,7119.7998046875,7131.89990234375,7072.75,7105.9501953125,7105.9501953125,0
2013-03-26,7105.9501953125,7163.0,7072.10009765625,7137.0498046875,7137.0498046875,0
2013-03-28,7137.0498046875,7232.10009765625,7137.0498046875,7219.0498046875,7219.0498046875,0
2013-04-01,7219.0498046875,7298.9501953125,7219.0498046875,7264.35009765625,7264.35009765625,0
2013-04-02,7264.35009765625,7337.4501953125,7232.10009765625,7325.25,7325.25,0
2013-04-03,7325.25,7354.2998046875,7248.39990234375,7271.89990234375,7271.89990234375,0
2013-04-04,7271.89990234375,7271.89990234375,7060.64990234375,7072.7001953125,7072.7001953125,0
2013-04-05,7072.7001953125,7098.64990234375,7018.4501953125,7047.35009765625,7047.35009765625,0
2013-04-08,7047.35009765625,7057.0,6968.35009765625,6977.10009765625,6977.10009765625,0
2013-04-09,6977.10009765625,7023.89990234375,6892.25,6905.7001953125,6905.7001953125,0
2013-04-10,6905.7001953125,7058.25,6905.7001953125,7042.9501953125,7042.9501953125,0
2013-04-11,7042.9501953125,7221.7001953125,7042.9501953125,7200.35009765625,7200.35009765625,0
2013-04-12,7200.35009765625,7200.35009765625,6321.64990234375,6354.89990234375,6354.89990234375,0
2013-04-15,6354.89990234375,6370.7998046875,6177.4501953125,6342.7001953125,6342.7001953125,0
2013-04-16,6342.7001953125,6342.7001953125,6266.14990234375,6301.10009765625,6301.10009765625,0
2013-04-17,6301.10009765625,6370.9501953125,6190.10009765625,6235.85009765625,6235.85009765625,0
2013-04-18,6235.85009765625,6294.10009765625,6199.25,6232.60009765625,6232.60009765625,0
2013-04-22,6232.60009765625,6233.2998046875,6106.89990234375,6118.25,6118.25,0
2013-04-23,6118.25,6181.10009765625,6118.25,6156.89990234375,6156.89990234375,0
2013-04-25,6156.89990234375,6156.89990234375,6053.75,6059.7998046875,6059.7998046875,0
2013-04-26,6059.7998046875,6059.7998046875,5964.4501953125,5972.7001953125,5972.7001953125,0
2013-04-29,5972.7001953125,6052.25,5936.39990234375,6015.4501953125,6015.4501953125,0
2013-04-30,6015.4501953125,6055.5,6001.7001953125,6047.7001953125,6047.7001953125,0
2013-05-02,6047.7001953125,6211.60009765625,6035.39990234375,6205.89990234375,6205.89990234375,0
2013-05-03,6205.89990234375,6267.4501953125,6205.89990234375,6224.7001953125,6224.7001953125,0
2013-05-06,6224.7001953125,6351.14990234375,6224.7001953125,6343.25,6343.25,0
2013-05-07,6343.25,6379.89990234375,6313.85009765625,6372.75,6372.75,0
2013-05-08,6372.75,6412.85009765625,6365.7998046875,6380.14990234375,6380.14990234375,0
