Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,12748.849609375,12811.4501953125,12748.849609375,12786.849609375,12786.701171875,0
2013-01-03,12828.2998046875,12837.7998046875,12722.4501953125,12778.150390625,12778.001953125,0
2013-01-04,12774.7998046875,12801.7001953125,12684.650390625,12787.349609375,12787.201171875,0
2013-01-07,12837.4501953125,12837.4501953125,12682.7998046875,12708.7001953125,12708.552734375,0
2013-01-08,12693.599609375,12743.9501953125,12632.349609375,12725.5,12725.3525390625,0
2013-01-09,12724.400390625,12791.7001953125,12687.9501953125,12718.0,12717.8525390625,0
2013-01-10,12775.25,12822.7998046875,12697.75,12802.25,12802.1015625,0
2013-01-11,12832.4501953125,12834.5498046875,12582.650390625,12617.849609375,12617.703125,0
2013-01-14,12622.0498046875,12773.349609375,12609.900390625,12758.75,12758.6015625,0
2013-01-15,12766.5498046875,12908.2001953125,12718.400390625,12855.400390625,12855.2509765625,0
2013-01-16,12836.2001953125,12836.2001953125,12616.2001953125,12638.5,12638.353515625,0
2013-01-17,12608.849609375,12714.599609375,12583.349609375,12649.599609375,12649.4521484375,0
2013-01-18,12688.150390625,12778.349609375,12624.400390625,12680.0,12679.8525390625,0
2013-01-21,12678.0,12690.400390625,12608.5,12651.349609375,12651.2021484375,0
2013-01-22,12640.400390625,12748.9501953125,12544.400390625,12574.349609375,12574.203125,0
2013-01-23,12635.25,12695.9501953125,12509.4501953125,12635.2001953125,12635.0537109375,0
2013-01-24,12624.4501953125,12662.849609375,12534.25,12561.400390625,12561.25390625,0
2013-01-25,12575.849609375,12717.900390625,12535.75,12693.25,12693.1025390625,0
2013-01-28,12705.7998046875,12822.0498046875,12698.849609375,12781.349609375,12781.201171875,0
2013-01-29,12804.400390625,12960.650390625,12685.900390625,12722.7998046875,12722.65234375,0
2013-01-30,12754.849609375,12825.650390625,12726.650390625,12767.5,12767.3515625,0
2013-01-31,12741.2998046875,12852.5,12688.75,12708.599609375,12708.4521484375,0
2013-02-01,12718.5498046875,12743.2001953125,12580.849609375,12606.25,12606.103515625,0
2013-02-04,12656.849609375,12723.2998046875,12515.349609375,12548.349609375,12548.2041015625,0
2013-02-05,12426.4501953125,12501.5,12415.150390625,12467.75,12467.60546875,0
2013-02-06,12525.400390625,12525.400390625,12396.7998046875,12417.7001953125,12417.5556640625,0
2013-02-07,12372.5,12474.5,12305.4501953125,12349.2998046875,12349.15625,0
2013-02-08,12341.4501953125,12389.7998046875,12245.9501953125,12280.150390625,12280.0078125,0
2013-02-11,12298.099609375,12361.099609375,12273.650390625,12333.0,12332.8564453125,0
2013-02-12,12331.400390625,12415.7998046875,12301.650390625,12405.25,12405.10546875,0
2013-02-13,12424.9501953125,12485.9501953125,12361.900390625,12385.099609375,12384.9560546875,0
2013-02-14,12400.650390625,12434.0,12284.5,12311.2998046875,12311.15625,0
2013-02-15,12284.4501953125,12373.150390625,12256.7998046875,12336.5498046875,12336.40625,0
2013-02-18,12353.0,12399.849609375,12329.349609375,12347.2001953125,12347.056640625,0
2013-02-19,12347.5498046875,12426.900390625,12303.7001953125,12413.650390625,12413.505859375,0
2013-02-20,12460.400390625,12470.7001953125,12351.7001953125,12363.7001953125,12363.556640625,0
2013-02-21,12295.150390625,12301.25,12036.4501953125,12055.5,12055.3603515625,0
2013-02-22,12024.400390625,12139.650390625,12024.400390625,12068.9501953125,12068.8095703125,0
2013-02-25,12119.9501953125,12137.849609375,11961.5,12037.2998046875,12037.16015625,0
2013-02-26,11995.0,11995.0,11808.7998046875,11844.849609375,11844.7119140625,0
2013-02-27,11882.7001953125,11971.349609375,11838.349609375,11930.5,11930.361328125,0
2013-02-28,12007.0,12041.4501953125,11401.2001953125,11487.349609375,11487.2158203125,0
2013-03-01,11533.0498046875,11592.5498046875,11458.7001953125,11540.0498046875,11539.916015625,0
2013-03-04,11515.400390625,11602.5,11453.099609375,11575.599609375,11575.46484375,0
2013-03-05,11642.7998046875,11814.0498046875,11623.650390625,11792.0498046875,11791.9130859375,0
2013-03-06,11871.5498046875,11904.150390625,11822.349609375,11876.2001953125,11876.0625,0
2013-03-07,11829.2001953125,11989.849609375,11819.599609375,11970.25,11970.111328125,0
2013-03-08,12008.7998046875,12219.4501953125,12008.7998046875,12197.25,12197.1083984375,0
2013-03-11,12221.5,12241.2998046875,12130.25,12165.400390625,12165.2587890625,0
2013-03-12,12150.7001953125,12183.5,11970.900390625,12054.5,12054.3603515625,0
2013-03-13,11989.5498046875,11989.5498046875,11754.2998046875,11777.5,11777.36328125,0
2013-03-14,11772.4501953125,12058.5498046875,11555.4501953125,12020.75,12020.6103515625,0
2013-03-15,11972.75,12034.9501953125,11749.849609375,11816.5498046875,11816.412109375,0
2013-03-18,11679.349609375,11810.400390625,11625.599609375,11735.5,11735.36328125,0
2013-03-19,11796.2001953125,11814.75,11416.75,11508.0498046875,11507.916015625,0
2013-03-20,11491.7998046875,11491.7998046875,11231.75,11254.849609375,11254.71875,0
2013-03-21,11285.650390625,11512.099609375,11209.650390625,11238.349609375,11238.21875,0
2013-03-22,11275.4501953125,11331.2001953125,11173.349609375,11204.0498046875,11203.919921875,0
2013-03-25,11204.0498046875,11372.7998046875,11097.9501953125,11125.650390625,11125.521484375,0
2013-03-26,11125.650390625,11198.4501953125,11048.400390625,11163.4501953125,11163.3203125,0
2013-03-28,11163.4501953125,11413.25,11080.0498046875,11361.849609375,11361.7177734375,0
2013-04-01,11361.849609375,11460.599609375,11330.849609375,11425.5498046875,11425.4169921875,0
2013-04-02,11425.5498046875,11548.0498046875,11361.150390625,11523.400390625,11523.2666015625,0
2013-04-03,11523.400390625,11590.599609375,11283.400390625,11344.099609375,11343.9677734375,0
2013-04-04,11344.099609375,11344.099609375,11105.099609375,11126.25,11126.12109375,0
2013-04-05,11126.25,11168.25,11021.400390625,11098.9501953125,11098.8212890625,0
2013-04-08,11098.9501953125,11133.849609375,11002.099609375,11012.650390625,11012.5224609375,0
2013-04-09,11012.650390625,11210.349609375,10897.150390625,10929.150390625,10929.0234375,0
2013-04-10,10929.150390625,11143.599609375,10888.75,11122.25,11122.12109375,0
2013-04-11,11122.25,11341.849609375,11122.25,11306.5,11306.3681640625,0
2013-04-12,11306.5,11442.900390625,11236.0498046875,11410.099609375,11409.966796875,0
2013-04-15,11410.099609375,11643.2998046875,11334.75,11526.25,11526.1162109375,0
2013-04-16,11526.25,11906.25,11515.2998046875,11871.599609375,11871.4619140625,0
2013-04-17,11871.599609375,12112.25,11871.599609375,11981.0498046875,11980.91015625,0
2013-04-18,11981.0498046875,12313.0,11891.9501953125,12288.25,12288.107421875,0
2013-04-22,12288.25,12637.9501953125,12288.25,12576.2001953125,12576.0537109375,0
2013-04-23,12576.2001953125,12605.7001953125,12333.0,12543.400390625,12543.2548828125,0
